,timestamp,open,high,low,close,volume
0,2019-09-23,2.16,2.16,2.051,2.07,8981
1,2019-09-20,2.13,2.19,1.99,2.16,239216
2,2019-09-19,2.11,2.26,2.04,2.14,155000
3,2019-09-18,2.22,2.22,2.092,2.11,76400
4,2019-09-17,2.24,2.24,2.1,2.2,59300
5,2019-09-16,2.3,2.33,2.17,2.26,126400
6,2019-09-13,2.77,2.77,2.19,2.34,201800
7,2019-09-12,2.64,2.75,2.56,2.72,281000
8,2019-09-11,2.32,2.64,2.25,2.64,145200
9,2019-09-10,2.04,2.3,2.0,2.24,138700
10,2019-09-09,1.97,2.0,1.844,2.0,81500
11,2019-09-06,2.1,2.145,1.92,1.93,99900
12,2019-09-05,2.04,2.12,1.97,2.03,102200
13,2019-09-04,2.03,2.09,1.93,1.98,77700
14,2019-09-03,2.22,2.269,1.99,2.01,141800
15,2019-08-30,2.22,2.25,2.11,2.22,43900
16,2019-08-29,2.36,2.41,2.105,2.19,107000
17,2019-08-28,2.36,2.44,2.32,2.33,58600
18,2019-08-27,2.51,2.605,2.25,2.32,136400
19,2019-08-26,2.48,2.56,2.47,2.5,58500
20,2019-08-23,2.71,2.765,2.3,2.36,141600
21,2019-08-22,2.9,2.9,2.62,2.63,58000
22,2019-08-21,2.9,2.9,2.43,2.66,95000
23,2019-08-20,2.52,2.79,2.52,2.72,102600
24,2019-08-19,2.41,2.61,2.4,2.5,52000
25,2019-08-16,2.7,2.77,2.3,2.38,123700
26,2019-08-15,2.5,2.77,2.5,2.68,57700
27,2019-08-14,2.71,2.71,2.27,2.36,121300
28,2019-08-13,2.78,2.9,2.69,2.72,38400
29,2019-08-12,2.9,2.9,2.72,2.75,15300
30,2019-08-09,3.0,3.05,2.845,2.94,518900
31,2019-08-08,2.91,3.05,2.76,2.95,185400
32,2019-08-07,2.73,2.83,2.665,2.68,89500
33,2019-08-06,2.9001,2.986,2.7,2.79,168800
34,2019-08-05,2.55,2.91,2.55,2.86,167100
35,2019-08-02,2.63,2.635,2.5,2.59,21900
36,2019-08-01,2.96,2.99,2.65,2.67,50400
37,2019-07-31,2.73,3.02,2.73,2.95,105000
38,2019-07-30,2.65,2.78,2.62,2.68,71800
39,2019-07-29,2.78,2.82,2.55,2.69,181100
40,2019-07-26,2.17,2.88,2.17,2.76,264500
41,2019-07-25,2.35,2.414,2.12,2.17,98500
42,2019-07-24,2.4,2.46,2.22,2.35,111700
43,2019-07-23,2.61,2.61,2.37,2.38,80300
44,2019-07-22,2.53,2.67,2.481,2.6,204600
45,2019-07-19,2.43,2.62,2.375,2.53,57700
46,2019-07-18,2.75,2.76,2.26,2.45,161900
47,2019-07-17,2.9,3.01,2.71,2.73,138000
48,2019-07-16,2.92,2.9402,2.82,2.9,35500
49,2019-07-15,2.78,2.93,2.65,2.92,58100
50,2019-07-12,2.87,2.89,2.75,2.75,85300
51,2019-07-11,3.02,3.05,2.8599,2.89,42900
52,2019-07-10,2.95,3.084,2.8,3.02,84200
53,2019-07-09,3.18,3.18,2.9,2.93,88400
54,2019-07-08,3.41,3.41,3.1103,3.18,99200
55,2019-07-05,3.55,3.6,3.06,3.38,86500
56,2019-07-03,3.66,3.66,3.47,3.63,27500
57,2019-07-02,4.0,4.01,3.6,3.64,67900
58,2019-07-01,4.2,4.2,3.725,3.79,98300
59,2019-06-28,4.1,4.29,4.01,4.15,345200
60,2019-06-27,4.49,4.49,4.01,4.15,85800
61,2019-06-26,4.2,4.6,4.19,4.49,157400
